index,Brand,Product,Price,Return/Exchange,Expected Delivery,Availability,URL
57, YAMAHA Store,Yamaha 22.8 Inches Merantiwood Classical Guitar C40//02 (Brown),"7,600",7 days Replacement,"Saturday, 17 December",In stock.,https://www.amazon.in/Yamaha-Classical-Guitar-C40-02/dp/B003UGCUFE/ref=sr_1_51?keywords=guitar&qid=1670921741&sr=8-51
58, Premium Quality,Premium Quality 4 String Acoustic Décor Guitar Children's Educational Musical Instrument Child Learning Random Brown Best Gift Boys & Girls 24 Inch Kids Keep Tone Picks Strap Ability Beginner Sound,899,7 days Replacement,"Friday, 16 December",In stock.,https://www.amazon.in/Premium-Quality-Childrens-Educational-Instrument/dp/B0BN91GLKJ/ref=sr_1_52?keywords=guitar&qid=1670921741&sr=8-52
59, Intern Store,"Intern INT-38C-VT-G 38 Incheses Cutaway Right HAnded lindenwood Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Violet, 6-Strings)","2,399",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Intern-INT-38C-VT-G-Guitar-Kit-Violet/dp/B07K8YJXKL/ref=sr_1_53?keywords=guitar&qid=1670921741&sr=8-53
60, Intern Store,"INTERN 41 inches Cutaway Shape Acoustic Guitar with truss rod. Includes plectrums. Premium Wooden durable built, Best tonal stability and bend resistance (Jamming Black).…","3,090",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Cutaway-Acoustic-plectrums-stability-resistance/dp/B09YH8LP53/ref=sr_1_54?keywords=guitar&qid=1670921741&sr=8-54
61, Kadence Store,Kadence Acoustica 34” Acoustic Guitar A03 with bag,"4,999",7 days Replacement,"Saturday, 17 December",In stock.,https://www.amazon.in/Kadence-Acoustica-Acoustic-Guitar-A03/dp/B08WCTFVT9/ref=sr_1_55?keywords=guitar&qid=1670921741&sr=8-55
62, Fender,Fender Squier 39 Inch 6 String Cutaway Acoustic Guitar Solid Top - Hardwood Fretboard - Natural SA 135C Right-Hand One of The Most reputed Guitar Brands in the World,"7,178",7 days Replacement,December 28 - 30,In stock.,https://www.amazon.in/Fender-String-Cutaway-Acoustic-Guitar/dp/B07YX5W8MV/ref=sr_1_56_mod_primary_new?keywords=guitar&qid=1670921741&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-56
63, Fender,Fender Squier 39 Inch 6 String Cutaway Acoustic Guitar Solid Top - Hardwood Fretboard - Natural SA 135C Right-Hand One of The Most reputed Guitar Brands in the World,"7,178",7 days Replacement,December 28 - 30,In stock.,https://www.amazon.in/Fender-String-Cutaway-Acoustic-Guitar/dp/B07YX5W8MV/ref=sr_1_56_mod_new?keywords=guitar&qid=1670921741&qu=eyJxc2MiOiI1Ljc2IiwicXNhIjoiNS4yNyIsInFzcCI6IjQuMDIifQ%3D%3D&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-56
64, Fender,Fender Squier 39 Inch 6 String Cutaway Acoustic Guitar Solid Top - Hardwood Fretboard - Natural SA 135C Right-Hand One of The Most reputed Guitar Brands in the World,"7,178",7 days Replacement,December 28 - 30,In stock.,https://www.amazon.in/Fender-String-Cutaway-Acoustic-Guitar/dp/B07YX5W8MV/ref=sr_1_56_mod_new?keywords=guitar&qid=1670921741&qu=eyJxc2MiOiI1Ljc2IiwicXNhIjoiNS4yNyIsInFzcCI6IjQuMDIifQ%3D%3D&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-56
65, DIKUJI ENTERPRISE,DIKUJI ENTERPRISE Plastic Medium Acoustic Guitar Learning Toy for Kids (Brown),999,7 days Replacement,"Friday, 16 December",In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzE5NTYxMzU0ODQ4ODU4OjE2NzA5MjE3NDE6c3BfYnRmOjIwMDcyNTMyMDc2MjA3OjowOjo&url=%2FDIKUJI-ENTERPRISE-Acoustic-Guitar-Learning%2Fdp%2FB099GS1WG6%2Fref%3Dsr_1_57_sspa%3Fkeywords%3Dguitar%26qid%3D1670921741%26sr%3D8-57-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
66, Right Search,Right Search ® Dancing Cactus and Guitar Set_CG11,"1,399",7 days Replacement,"Sunday, 18 December",In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzE5NTYxMzU0ODQ4ODU4OjE2NzA5MjE3NDE6c3BfYnRmOjIwMDc3ODY4NTg3MDk4OjowOjo&url=%2FRight-Search-Dancing-Cactus-Set_CG11%2Fdp%2FB09RQ16W41%2Fref%3Dsr_1_58_sspa%3Fkeywords%3Dguitar%26qid%3D1670921741%26sr%3D8-58-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
67, blueberry Store,"Blueberry B-38C-Brown 38 Inch Acoustic Guitar Kit with Bag, Strap, One Pack Strings And 2 Picks","2,695",7 days Returnable,"Saturday, 17 December",In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzE5NTYxMzU0ODQ4ODU4OjE2NzA5MjE3NDE6c3BfYnRmOjIwMDc4MzM2ODg0OTk4OjowOjo&url=%2FBlueberry-B-38C-Brown-Acoustic-Guitar-Strings%2Fdp%2FB0B71BHDGQ%2Fref%3Dsr_1_59_sspa%3Fkeywords%3Dguitar%26qid%3D1670921741%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
68, FESTRA Store,"Festra R-40-Natural Acoustic Guitar Kit with Bag, Strap, One Pack Strings And 2 Picks","4,495",7 days Returnable,"Saturday, 17 December",In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzE5NTYxMzU0ODQ4ODU4OjE2NzA5MjE3NDE6c3BfYnRmOjIwMDc4MzM2ODg1OTk4OjowOjo&url=%2FFestra-R-40-Natural-Acoustic-Guitar-Strings%2Fdp%2FB09VL5DX17%2Fref%3Dsr_1_60_sspa%3Fkeywords%3Dguitar%26qid%3D1670921741%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
69, blueberry Store,"Blueberry B-D38 38 Incheses wood Acoustic Guitar Kit Inbuilt Truss Rod With Bag, Strap, One Pack Strings And Picks (Blue)","2,515",7 days Replacement,"Saturday, 17 December",In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDUwNDgzMDA4NDk2MzI5OjE2NzA5MjE3ODA6c3BfYXRmX25leHQ6MjAwNzgzMzY4ODc0OTg6OjA6Og&url=%2FBlueberry-B-D38-Acoustic-Inbuilt-Strings%2Fdp%2FB07PHYZZP1%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dguitar%26qid%3D1670921780%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
70, Guitar Bro Store,"GUITAR BRO - COMBO (Blue Acoustic Guitar for Beginner, Guitar Learning Kit, Song Book, Video Lectures, Accessories like Pick, Bag)","8,999",7 days Replacement,December 19 - 22,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDUwNDgzMDA4NDk2MzI5OjE2NzA5MjE3ODA6c3BfYXRmX25leHQ6MjAwNDkxMjkxMzYzMDE6OjA6Og&url=%2FGUITAR-BRO-Acoustic-Beginner-Accessories%2Fdp%2FB07TC7TWCR%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dguitar%26qid%3D1670921780%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
71, blueberry Store,"Blueberry B40L, 40"" Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Classic Maroon)","4,495",7 days Returnable,"Saturday, 17 December",In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDUwNDgzMDA4NDk2MzI5OjE2NzA5MjE3ODA6c3BfYXRmX25leHQ6MjAwNzgzMzY4ODUxOTg6OjA6Og&url=%2FBlueberry-Acoustic-Inbuilt-Strings-Classic%2Fdp%2FB09VLF8B8G%2Fref%3Dsr_1_51_sspa%3Fkeywords%3Dguitar%26qid%3D1670921780%26sr%3D8-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
72, FESTRA Store,"Festra 38C, 38 Inch Acoustic Guitar Kit with Bag, Strap, One Pack Strings And 2 Picks (Acoustic 38C (38 Inch) Guitar Kit, Natural)","2,695",7 days Replacement,"Saturday, 17 December",In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDUwNDgzMDA4NDk2MzI5OjE2NzA5MjE3ODA6c3BfYXRmX25leHQ6MjAwNzgzMzY4ODgyOTg6OjA6Og&url=%2FFestra-38C-Acoustic-Strings-Natural%2Fdp%2FB09JT6C952%2Fref%3Dsr_1_52_sspa%3Fkeywords%3Dguitar%26qid%3D1670921780%26sr%3D8-52-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
73, Martin Smith,Martin Smith W-101-SB-PK Acoustic Guitar Super Kit with Stand (Sun Burst),"4,149",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Martin-Smith-W-101-SB-PK-Acoustic-Guitar/dp/B019MY0ZGI/ref=sr_1_53?keywords=guitar&qid=1670921780&sr=8-53
74, Shanrya,"Wooden Miniature Guitar, Stylish Long Service Life Steel-String Acoustic Guitars for Home Office Decoration","1,510",7 days Returnable,December 28 - 31,In stock.,https://www.amazon.in/Miniature-Stylish-Steel-String-Acoustic-Decoration/dp/B09NVZLX9J/ref=sr_1_54?keywords=guitar&qid=1670921780&sr=8-54
75, YAMAHA Store,Yamaha FS80C 25 Incheses sprucewood The Ultimate Concert Body Cutaway Acoustic Guitar (Black) With Bajaao Gig-Bag,"8,699",7 days Replacement,December 19 - 20,-,https://www.amazon.in/Ultimate-Concert-Cutaway-Acoustic-Bajaao/dp/B08WHWKKV5/ref=sr_1_55?keywords=guitar&qid=1670921780&sr=8-55
76, JUAREZ Store,"Juârez JRZ38C/MAH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Mahogany with Bag, Strings, Picks and Strap","3,522",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/JRZ38C-Strings-Acoustic-Cutaway-Mahogany/dp/B071JM8C6T/ref=sr_1_56?keywords=guitar&qid=1670921780&sr=8-56
77, VAULT Store,Vault EA40 41 inch Premium Solid Spruce-Top Cutaway Acoustic Guitar,"7,290",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Premium-Spruce-Top-Cutaway-Acoustic-Guitar/dp/B08FFZY6BJ/ref=sr_1_57?keywords=guitar&qid=1670921780&sr=8-57
78, Intern Store,"INTERN 41 inches Acoustic Guitar with truss rod. Includes carry bag, strings pack, strap & plectrums. Premium Wooden durable built, tonal stability & for all age-groups (Jamming Black).…","3,590",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Acoustic-strings-plectrums-stability-age-groups/dp/B09YHC3LX6/ref=sr_1_58?keywords=guitar&qid=1670921780&sr=8-58
79, Fender,Fender Model FA-15 Nat 3/4 Size Steel Stringed Acoustic Guitar with Gig Bag-971170121,"16,350",7 days Replacement,"Thursday, 15 December",Only 2 left in stock.,https://www.amazon.in/Fender-String-Beginner-Acoustic-Guitar/dp/B07BCN6FFH/ref=sr_1_59?keywords=guitar&qid=1670921780&sr=8-59
80, YAMAHA Store,"Yamaha F280 Acoustic Guitar, Tobacco Brown Sunburst","6,890",7 days Replacement,,,https://www.amazon.in/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08VXR74Q2/ref=sr_1_60_mod_primary_new?keywords=guitar&qid=1670921780&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-60
81, YAMAHA Store,"Yamaha F280 Acoustic Guitar, Tobacco Brown Sunburst","6,890",7 days Replacement,,,https://www.amazon.in/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08VXR74Q2/ref=sr_1_60_mod_new?keywords=guitar&qid=1670921780&qu=eyJxc2MiOiI1Ljc2IiwicXNhIjoiNS4yNyIsInFzcCI6IjQuMDIifQ%3D%3D&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-60
82, YAMAHA Store,"Yamaha F280 Acoustic Guitar, Tobacco Brown Sunburst","6,890",7 days Replacement,,,https://www.amazon.in/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08VXR74Q2/ref=sr_1_60_mod_new?keywords=guitar&qid=1670921780&qu=eyJxc2MiOiI1Ljc2IiwicXNhIjoiNS4yNyIsInFzcCI6IjQuMDIifQ%3D%3D&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-60
83, Jyotaksh Store,"JYOTAKSH STORE Givson Venus VS-BLK, Right Handed 6 Strings Acoustic Guitar with Cover/Bag(Black)","4,100",7 days Returnable,December 19 - 21,In stock.,https://www.amazon.in/JYOTAKSH-Givson-Venus-Strings-Acoustic/dp/B0BFHCR6WL/ref=sr_1_61?keywords=guitar&qid=1670921780&sr=8-61
84, YAMAHA Store,"YAMAHA F310-TBS Right Handed Spruce, Back/Side/Rib, Meranti Acoustic Guitar (Tobacco Sunburst, 6-Strings)","9,780",7 days Replacement,"Saturday, 17 December",Only 1 left in stock.,https://www.amazon.in/Yamaha-6-String-Acoustic-Right-Handed-Sunburst/dp/B000WITGQO/ref=sr_1_62?keywords=guitar&qid=1670921780&sr=8-62
85, JUAREZ Store,JUAREZ Arpeggio Guitar JRB40LN-3TS,"5,299",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/JUAREZ-JRB40LN-3TS-Arpeggio-Guitar/dp/B08MW8F9VS/ref=sr_1_63?keywords=guitar&qid=1670921780&sr=8-63
86, VAULT Store,Vault TL1 Tele Style Electric Guitar - Black,"10,309",7 days Returnable,"Thursday, 15 December",In stock.,https://www.amazon.in/Vault-Tele-Style-Electric-Guitar/dp/B09ZJ3Q1KM/ref=sr_1_64?keywords=guitar&qid=1670921780&sr=8-64
87, Pyle,"Beginner 30"" Classical Acoustic Guitar - 6 String Junior Linden Wood Traditional Guitar W/Wooden Fretboard, Case Bag, Strap, Tuner, Nylon Strings, Picks, Great For Beginner, Children - Pyle Pgacls30","16,799",7 days Replacement,December 28 - 31,In stock.,https://www.amazon.in/Classical-Traditional-Fretboard-Pyle-PGACLS30/dp/B07NVWHBBH/ref=sr_1_65?keywords=guitar&qid=1670921780&sr=8-65
